line_id	token	lemma	pos	
A_M1_21_261	ghegronden	gegronden	v(infin)	
A_M1_21_261	saen	zaan	adv(gener)	
A_M1_21_262	daer	daar	pronadv(rel)	
A_M1_21_262	die	de	art(def)	
A_M1_21_262	wortele	wortel	n(plu)	
A_M1_21_262	ane	aan	pronadv(rel)	
A_M1_21_262	staen	staan	v(fin,pres,lex)	
A_M1_21_263	gheplant	planten	v(participle,past)	
A_M1_21_263	in	in	adp()	
A_M1_21_263	hemelrike	hemelrijk	n(sing)	
A_M1_21_264	si	zij	pron(pers,3,plu)	
A_M1_21_264	iaghen	jagen	v(fin,pres,lex)	
A_M1_21_264	vele	veel	adv(gener)	
A_M1_21_264	ende	en	conj(coord)	
A_M1_21_264	cleene	klein	adv(gener)	
A_M1_21_264	si	zij	pron(pers,3,plu)	
A_M1_21_264	vaen	vangen	v(fin,pres,lex)	
A_M1_21_265	so	zo	adv(resum)	
A_M1_21_265	willen	willen	v(fin,pres,aux_cop)	
A_M1_21_265	si	zij	pron(pers,3,plu)	
A_M1_21_265	tsamen	tezamen	adv(gener)	
A_M1_21_265	slaen	slaan	v(infin)	
A_M1_21_266	ghelike	gelijke	n(sing)	
A_M1_21_266	ende	en	conj(coord)	
A_M1_21_266	onghelike	ongelijke	n(sing)	
A_M1_21_267	dies	dies	adv(gener)	
A_M1_21_267	latic	laten+ik	v(fin,pres,lex)+pron(pers,1,sing)	
A_M1_21_267	mijn	mijn	pron(poss)	
A_M1_21_267	vraghen	vragen	n(plu)	
A_M1_21_267	gaen	gaan	v(infin)	
A_M1_21_268	want	want	conj(coord)	
A_M1_21_268	het	het	pron(pers,3,sing)	
A_M1_21_268	dinct	dunken	v(fin,pres,aux_cop)	
A_M1_21_268	mi	ik	pron(pers,1,sing)	
A_M1_21_268	best	best	adv(gener)	
A_M1_21_268	ghedaen	doen	v(participle,past)	
A_M1_21_269	dat	dat	conj(subord)	
A_M1_21_269	ic	ik	pron(pers,1,sing)	
A_M1_21_269	hier	hier	pronadv(dem)	
A_M1_21_269	af	af	pronadv(prep)	
A_M1_21_269	wike	wijken	v(fin,pres,lex)	
A_M1_21_270	dan	dan	conj(comp)	
A_M1_21_270	ic	ik	pron(pers,1,sing)	
A_M1_21_270	viel	vallen	v(fin,past,lex)	
A_M1_21_270	in	in	adp()	
A_M1_21_270	dommen	dom	adj()	
A_M1_21_270	waen	waan	n(sing)	
A_M1_21_271	ende	en	conj(coord)	
A_M1_21_271	nutter	nut	adj()	
A_M1_21_271	eist	zijn+het	v(fin,pres,aux_cop)+pron(pers,3,sing)	
A_M1_21_271	dat	dat	conj(subord)	
A_M1_21_271	hi	hij	pron(pers,3,sing)	
A_M1_21_271	vliet	vlieden	v(fin,pres,lex)	
A_M1_21_271	de	de	art(def)	
A_M1_21_271	naen	naan	n(sing)	
A_M1_21_272	dan	dan	conj(comp)	
A_M1_21_272	hi	hij	pron(pers,3,sing)	
A_M1_21_272	te	te	adp()	
A_M1_21_272	campe	kamp	n(sing)	
A_M1_21_272	strike	strijken	v(fin,past,lex)	
A_M1_21_273	ieghen	jegen	adp()	
A_M1_21_273	den	de	art(def)	
A_M1_21_273	kempe	kempe	n(sing)	
A_M1_21_273	eerlike	eerlijk	adj()	
A_M1_22_274	of	of	conj(coord)	
A_M1_22_274	god	god	n(sing)	
A_M1_22_274	ten	te+de	adp()+art(def)	
A_M1_22_274	joncsten	jongsten	adv(gener)	
A_M1_22_274	daghe	dag	n(sing)	
A_M1_22_274	sal	zullen	v(fin,pres,aux_cop)	
A_M1_22_275	ghepeins	gepeins	n(sing)	
A_M1_22_275	ende	en	conj(coord)	
A_M1_22_275	wort	woord	n(sing)	
A_M1_22_275	berechten	berechten	v(infin)	
A_M1_22_275	al	al	num(indef)	
A_M1_22_276	daer	daar	pronadv(rel)	
A_M1_22_276	wi	wij	pron(pers,1,plu)	
A_M1_22_276	in	in	adp()	
A_M1_22_276	oint	ooit	adv(indef)	
A_M1_22_276	mesdaden	misdoen	v(fin,past,lex)	
A_M1_22_277	soudi	zullen+hij	v(fin,past,aux_cop)+pron(pers,3,sing)	
A_M1_22_277	alse	als	conj(comp)	
A_M1_22_277	eenen	een	art(indef)	
A_M1_22_277	onwerden	onwaard	adj()	
A_M1_22_277	bal	bal	n(sing)	
A_M1_22_278	weldaet	weldaad	n(sing)	
A_M1_22_278	werpen	werpen	v(fin,pres,lex)	
A_M1_22_278	int	in+dat	adp()+art(def)	
A_M1_22_278	helsche	hels	adj()	
A_M1_22_278	dal	dal	n(sing)	
A_M1_22_279	so	zo	adv(resum)	
A_M1_22_279	ware	zijn	v(fin,past,aux_cop)	
A_M1_22_279	hi	hij	pron(pers,3,sing)	
A_M1_22_279	sonder	zonder	adp()	
A_M1_22_279	ghenaden	genade	n(sing)	
A_M1_22_280	neen	neen	interj()	
A_M1_22_280	hi	hij	pron(pers,3,sing)	
A_M1_22_280	en	ne	adv(neg)	
A_M1_22_280	es	zijn	v(fin,pres,aux_cop)	
A_M1_22_280	niet	niet	adv(neg)	
A_M1_22_280	so	zo	adv(dem)	
A_M1_22_280	smal	smal	adj()	
A_M1_22_281	van	van	adp()	
A_M1_22_281	wel+daden	weldaad	n(plu)	
A_M1_22_281	dat	dat	art(def)	
A_M1_22_281	ghetal	getal	n(sing)	
A_M1_22_282	hen	zij	pron(pers,3,plu)	
A_M1_22_282	wert	worden	v(fin,past,lex)	
A_M1_22_282	van	van	adp()	
A_M1_22_282	grade	graad	n(sing)	
A_M1_22_282	te	te	adp()	
A_M1_22_282	graden	graad	n(plu)	
A_M1_22_283	van	van	adp()	
A_M1_22_283	gode	god	n(prop)	
A_M1_22_283	ghedanct	danken	v(participle,past)	
A_M1_22_283	die	die	pron(rel)	
A_M1_22_283	noyt	nooit	adv(neg)	
A_M1_22_283	en	ne	adv(neg)	
A_M1_22_283	al	helen	v(fin,past,lex)	
A_M1_22_284	wat	wat	pron(rel)	
A_M1_22_284	men	men	pron(indef)	
A_M1_22_284	wel	wel	adv(gener)	
A_M1_22_284	dede	doen	v(fin,past,lex)	
A_M1_22_284	ofte	of	conj(coord)	
A_M1_22_284	stal	stelen	v(fin,past,lex)	
A_M1_22_285	gherechtichede	gerechtigheid	n(sing)	
A_M1_22_285	soude	zullen	v(fin,past,aux_cop)	
A_M1_22_285	scaden	schaden	v(infin)	
A_M1_22_286	hen	zij	pron(pers,3,plu)	
A_M1_22_286	horde	horen	v(fin,past,lex)	
A_M1_22_286	god	god	n(sing)	
A_M1_22_286	niet	niet	adv(neg)	
A_M1_22_286	die	die	pron(dem)	
A_M1_22_286	baden	bidden	v(fin,past,lex)	
A_M1_23_287	dat	dat	pron(dem)	
A_M1_23_287	seit	zeggen	v(fin,pres,lex)	
A_M1_23_287	dat	dat	pron(dem)	
A_M1_23_287	gheloue	geloof	n(sing)	
A_M1_23_287	mijn	mijn	pron(poss)	
A_M1_23_288	god	god	n(sing)	
A_M1_23_288	moet	moeten	v(fin,pres,aux_cop)	
A_M1_23_288	in	in	adp()	
A_M1_23_288	hem	hij	pron(refl,3,sing)	
A_M1_23_288	seluen	zelf	pron(dem)	
A_M1_23_288	sijn	zijn	v(infin)	
A_M1_23_289	hine	hij+ne	pron(pers,3,sing)+adv(neg)	
A_M1_23_289	mach	mogen	v(fin,pres,aux_cop)	
A_M1_23_289	el	el	adv(dem)	
A_M1_23_289	nieweren	niewer	adv(dem)	
A_M1_23_289	wesen	wezen	v(infin)	
A_M1_23_290	hi	hij	pron(pers,3,sing)	
A_M1_23_290	es	zijn	v(fin,pres,aux_cop)	
A_M1_23_290	gherechticheden	gerechtigheid	n(plu)	
A_M1_23_290	fijn	fijn	n(sing)	
A_M1_23_291	ende	en	conj(coord)	
A_M1_23_291	ghenadichede	genadigheid	n(sing)	
A_M1_23_291	dats	dat+zijn	pron(dem)+v(fin,pres,aux_cop)	
A_M1_23_291	anschijn	aanschijn	adv(gener)	
A_M1_23_292	hets	het+zijn	pron(pers,3,sing)+v(fin,pres,aux_cop)	
A_M1_23_292	al	al	adv(gener)	
A_M1_23_292	een	een	num(card)	
A_M1_23_292	van	van	adp()	
A_M1_23_292	desen	deze	pron(dem)	
A_M1_23_293	die	die	pron(rel)	
A_M1_23_293	vanden	van+de	adp()+art(def)	
A_M1_23_293	watre	water	n(sing)	
A_M1_23_293	maecte	maken	v(fin,past,lex)	
A_M1_23_293	wijn	wijn	n(sing)	
A_M1_23_294	hine	hij+ne	pron(pers,3,sing)+adv(neg)	
A_M1_23_294	es	zijn	v(fin,pres,aux_cop)	
A_M1_23_294	sijns	zijn	pron(refl,3,sing)	
A_M1_23_294	selues	zelf	pron(dem)	
A_M1_23_294	niet	niet	adv(neg)	
A_M1_23_294	eyghijn	eigen	adj()	
A_M1_23_295	wat	wat	pron(rel)	
A_M1_23_295	so	zo	adv(gener)	
A_M1_23_295	die	de	art(def)	
A_M1_23_295	dore	door	n(sing)	
A_M1_23_295	lesen	lezen	v(infin)	
A_M1_23_296	iacop	jacob	n(prop)	
A_M1_23_296	hout	houden	v(imp)	
A_M1_23_296	dat	dat	pron(dem)	
A_M1_23_296	gheloue	geloof	n(sing)	
A_M1_23_296	dijn	dijn	pron(poss)	
A_M1_23_297	hets	het+zijn	pron(pers,3,sing)+v(fin,pres,aux_cop)	
A_M1_23_297	menich	menig	num(indef)	
A_M1_23_297	onbesceeden	onbescheiden	adj()	
A_M1_23_297	zwijn	zwijn	n(sing)	
A_M1_23_298	te	te	adp()	
A_M1_23_298	priesterscap	priesterschap	n(sing)	
A_M1_23_298	gheresen	gerezen	v(infin)	
A_M1_23_299	dies	die	pron(dem)	
A_M1_23_299	niet	niet	adv(neg)	
A_M1_23_299	en	en	adv(neg)	
A_M1_23_299	mach	mogen	v(fin,pres,aux_cop)	
A_M1_23_299	ghenesen	genezen	v(infin)	
A_M1_24_300	martijn	martijn	n(prop)	
A_M1_24_300	dijn	dijn	pron(poss)	
A_M1_24_300	gheloue	geloof	n(sing)	
A_M1_24_300	es	zijn	v(fin,pres,aux_cop)	
A_M1_24_300	goet	goed	adj()	
A_M1_24_301	ic	ik	pron(pers,1,sing)	
A_M1_24_301	bem	zijn	v(fin,pres,aux_cop)	
A_M1_24_301	dies	dat	pron(dem)	
A_M1_24_301	seker	zeker	adj()	
A_M1_24_301	ende	en	conj(coord)	
A_M1_24_301	vroet	vroed	adj()	
A_M1_24_302	weldaet	weldaad	n(sing)	
A_M1_24_302	wert	worden	v(fin,pres,aux_cop)	
A_M1_24_302	niet	niet	adv(neg)	
A_M1_24_302	vergheten	vergeten	v(participle,past)	
A_M1_24_303	laet	laten	v(fin,pres,aux_cop)	
A_M1_24_303	hem	hij	pron(pers,3,sing)	
A_M1_24_303	begaen	begaan	v(infin)	
A_M1_24_303	diet	die+het	pron(rel)+pron(pers,3,sing)	
A_M1_24_303	ghelden	gelden	v(infin)	
A_M1_24_303	moet	moeten	v(fin,pres,aux_cop)	
A_M1_24_304	ende	en	conj(coord)	
A_M1_24_304	diet	die+het	pron(rel)+pron(pers,3,sing)	
A_M1_24_304	al	al	pron(indef)	
A_M1_24_304	bi	bij	adp()	
A_M1_24_304	redenen	reden	n(plu)	
A_M1_24_304	doet	doen	v(fin,pres,lex)	
A_M1_24_305	nemmeer	nimmer	adv(gener)	
A_M1_24_305	en	ne	adv(neg)	
A_M1_24_305	willix	willen+ik 	v(fin,pres,lex)+pron(pers,1,sing)	
A_M1_24_305	weten	weten	v(infin)	
A_M1_24_306	hi	hij	pron(pers,3,sing)	
A_M1_24_306	es	zijn	v(fin,pres,aux_cop)	
A_M1_24_306	die+ghene	diegene	pron(dem)	
A_M1_24_306	diet	die+het	pron(rel)+pron(pers,3,sing)	
A_M1_24_306	al	al	adv(gener)	
A_M1_24_306	behoet	behoeden	v(fin,pres,lex)	
A_M1_24_307	alse	als	conj(subord)	
A_M1_24_307	die	de	art(def)	
A_M1_24_307	hinne	hen	n(sing)	
A_M1_24_307	hare	haar	pron(poss)	
A_M1_24_307	kiekine	kuiken	n(plu)	
A_M1_24_307	broet	broeden	v(fin,pres,lex)	
A_M1_24_308	heeft	hebben	v(fin,pres,aux_cop)	
A_M1_24_308	hijt	hij+het	pron(pers,3,sing)+pron(pers,3,sing)	
A_M1_24_308	al	al	adv(gener)	
A_M1_24_308	beseten	bezitten	v(participle,past)	
A_M1_24_309	hi	hij	pron(pers,3,sing)	
A_M1_24_309	gheuet	geven	v(fin,pres,lex)	
A_M1_24_309	ons	wij	pron(poss)	
A_M1_24_309	ziele	ziel	n(sing)	
A_M1_24_309	vleesch	vlees	n(sing)	
A_M1_24_309	ende	en	conj(coord)	
A_M1_24_309	bloet	bloed	n(sing)	
A_M1_24_310	hi	hij	pron(pers,3,sing)	
A_M1_24_310	hoet	hoeden	v(fin,pres,lex)	
A_M1_24_310	ons	wij	pron(pers,1,plu)	
A_M1_24_310	vorden	voor+de	adp()+art(def)	
A_M1_24_310	helschen	hels	adj()	
A_M1_24_310	gloet	gloed	n(sing)	
A_M1_24_311	dat	dat	conj(subord)	
A_M1_24_311	wi	wij	pron(pers,1,plu)	
A_M1_24_311	niet	niet	adv(neg)	
A_M1_24_311	werden	worden	v(infin)	
A_M1_24_311	te	te	adp()	
A_M1_24_311	sleten	slijten	v(infin)	
A_M1_24_312	ten	te+de	adp()+art(def)	
A_M1_24_312	ioncsten	jongsten	adv(gener)	
A_M1_24_312	noch	noch	adv(gener)	
A_M1_24_312	verbeten	verbijten	v(participle,past)	
A_M1_25_313	martin	martin	n(prop)	
A_M1_25_313	menich	menig	num(indef)	
A_M1_25_313	parlement	parlementen	v(fin,pres,lex)	
A_M1_25_314	ende	en	conj(coord)	
A_M1_25_314	seghet	zeggen	v(fin,pres,lex)	
A_M1_25_314	die	de	art(def)	
A_M1_25_314	minne	min	n(sing)	
A_M1_25_314	es	zijn	v(fin,pres,aux_cop)	
A_M1_25_314	blent	blind	adj()	
A_M1_25_315	oec	ook	adv(gener)	
A_M1_25_315	eist	zijn+het	v(fin,pres,aux_cop)+pron(pers,3,sing)	
A_M1_25_315	een	een	art(indef)	
A_M1_25_315	woert	woord	n(sing)	
A_M1_25_315	ghemeene	gemeen	adj()	
A_M1_25_316	omme+dat	omdat	conj(subord)	
A_M1_25_316	ic	ik	pron(pers,1,sing)	
A_M1_25_316	ben	zijn	v(fin,pres,aux_cop)	
A_M1_25_316	een	een	art(indef)	
A_M1_25_316	onwijs	onwijs	adj()	
A_M1_25_316	rent	rund	n(sing)	
A_M1_25_317	so	zo	adv(resum)	
A_M1_25_317	mac	maken	v(imp)	
A_M1_25_317	mi	ik	pron(pers,1,sing)	
A_M1_25_317	dese	deze	pron(dem)	
A_M1_25_317	wort	woord	n(sing)	
A_M1_25_317	bekent	bekend	v(participle,past)	
A_M1_25_318	want	want	conj(coord)	
A_M1_25_318	ennes	ne+zijn	adv(neg)+v(fin,pres,lex)	
A_M1_25_318	niet	niet	adv(neg)	
A_M1_25_318	cleene	klein	adj()	
A_M1_25_319	es	zijn	v(fin,pres,aux_cop)	
A_M1_25_319	dat	dat	conj(subord)	
A_M1_25_319	waer	waar	adj()	
A_M1_25_319	so	zo	adv(resum)	
A_M1_25_319	es	zijn	v(fin,pres,aux_cop)	
A_M1_25_319	minne	min	n(sing)	
A_M1_25_319	torment	torment	n(sing)	
A_M1_25_320	entie	en+die	conj(coord)+pron(dem)	
A_M1_25_320	hare	zij	pron(pers,3,sing)	
A_M1_25_320	volghet	volgen	v(fin,pres,lex)	
A_M1_25_320	es	zijn	v(fin,pres,aux_cop)	
A_M1_25_320	ghescent	schenden	v(participle,past)	
A_M1_25_321	ende	en	conj(coord)	
A_M1_25_321	onteert	onteren	v(fin,pres,lex)	
A_M1_25_321	al+reene	alrein	adv(gener)	
A_M1_25_322	nu	nu	adv(dem)	
A_M1_25_322	seghet	zeggen	v(fin,pres,lex)	
A_M1_25_322	elc	elk	num(indef)	
A_M1_25_322	wise	wijs	adj()	
A_M1_25_322	al	al	adv(gener)	
A_M1_25_322	omtrent	omtrent	adp()	
A_M1_25_323	dat	dat	art(def)	
A_M1_25_323	minne	min	n(sing)	
A_M1_25_323	dat	dat	art(def)	
A_M1_25_323	edele	edel	adj()	
A_M1_25_323	instrument	instrument	n(sing)	
A_M1_25_324	gode	god	n(sing)	
A_M1_25_324	van	van	adp()	
A_M1_25_324	nazareene	nazareen	n(prop)	
A_M1_25_325	brochte	brengen	v(fin,past,lex)	
A_M1_25_325	in	in	adp()	
A_M1_25_325	desen	deze	pron(dem)	
A_M1_25_325	weene	ween	n(sing)	
A_M1_26_326	iacop	jacob	n(prop)	
A_M1_26_326	dijn	dijn	pron(poss)	
A_M1_26_326	vraghen	vragen	n(sing)	
A_M1_26_326	es	zijn	v(fin,pres,aux_cop)	
A_M1_26_326	swaer	zwaar	adj()	
A_M1_26_327	doch	toch	adv(gener)	
A_M1_26_327	proeftmen	proeven+men	v(fin,past,lex)+pron(indef)	
A_M1_26_327	in	in	adp()	
A_M1_26_327	redene	reden	n(sing)	
A_M1_26_327	claer	klaar	adj()	
A_M1_26_328	drierhande	drie‘rhande	num(ord)	
A_M1_26_328	minne	min	n(sing)	
A_M1_26_329	deerste	de+eerst	art(def)+num(ord)	
A_M1_26_329	dats	dat+zijn	pron(dem)+v(fin,pres,aux_cop)	
A_M1_26_329	caritate	caritaat	n(sing)	
A_M1_26_329	dats	dat+zijn	pron(dem)+v(fin,pres,aux_cop)	
A_M1_26_329	waer	waar	adj()	
A_M1_26_330	dies	die+zijn	pron(dem)+v(fin,pres,aux_cop)	
A_M1_26_330	sonder	zonder	adp()	
A_M1_26_330	pine	pijn	n(sing)	
A_M1_26_330	ende	en	conj(coord)	
A_M1_26_330	vaer	vaar	n(sing)	
A_M1_26_331	ende	en	conj(coord)	
A_M1_26_331	daer	daar	pronadv(dem)	
A_M1_26_331	woent	wonen	v(fin,pres,lex)	
A_M1_26_331	god	god	n(sing)	
A_M1_26_331	inne	in	pronadv(prep)	
A_M1_26_332	dander	de+ander	art(def)+pron(indef)	
A_M1_26_332	trect	trekken	v(fin,pres,lex)	
A_M1_26_332	die	de	art(def)	
A_M1_26_332	weerelt	wereld	n(sing)	
A_M1_26_332	naer	naar	adp()	
A_M1_26_333	om	om	adp()	
A_M1_26_333	eere	eer	n(sing)	
A_M1_26_333	om	om	adp()	
A_M1_26_333	goet	goed	n(sing)	
A_M1_26_333	staet	staan	v(fin,pres,lex)	
A_M1_26_333	al	al	num(indef)	
A_M1_26_333	haer	haar	pron(poss)	
A_M1_26_333	gaer	gaar	n(sing)	
A_M1_26_334	dits	dit+zijn	pron(dem)+v(fin,pres,aux_cop)	
A_M1_26_334	eene	een	art(indef)	
A_M1_26_334	bastaerdinne	bastaardin	n(sing)	
A_M1_26_335	die	de	art(def)	
A_M1_26_335	derde	derde	num(ord)	
A_M1_26_335	minne	min	n(sing)	
A_M1_26_335	heescht	eisen	v(fin,pres,lex)	
A_M1_26_335	die	de	art(def)	
A_M1_26_335	jaer	jaar	n(sing)	
A_M1_26_336	als	als	conj(subord)	
A_M1_26_336	bi	bij	adp()	
A_M1_26_336	naturen	natuur	n(sing)	
A_M1_26_336	elc	elk	num(indef)	
A_M1_26_336	doet	doen	v(fin,pres,lex)	
A_M1_26_336	sijn	zijn	pron(poss)	
A_M1_26_336	paer	paar	n(sing)	
A_M1_26_337	al	al	adv(gener)	
A_M1_26_337	noch	nog	adv(gener)	
A_M1_26_337	sijn	zijn	v(fin,pres,aux_cop)	
A_M1_26_337	si	zij	pron(pers,3,plu)	
A_M1_26_337	dinne	dun	adj()	
A_M1_26_338	die	die	pron(rel)	
A_M1_26_338	deser	deze	pron(dem)	
A_M1_26_338	volghen	volgen	v(fin,pres,lex)	
A_M1_26_338	bi	bij	adp()	
A_M1_26_338	sinne	zin	n(sing)	
A_M1_27_339	deerste	de+eerst	art(def)+num(ord)	
A_M1_27_339	minne	min	n(sing)	
A_M1_27_339	es	zijn	v(fin,pres,aux_cop)	
A_M1_27_339	so	zo	adv(dem)	
A_M1_27_339	groot	groot	adj()	
A_M1_27_340	dat	dat	pron(rel)	
A_M1_27_340	alleene	alleen	adv(gener)	
A_M1_27_340	dat	dat	pron(rel)	
A_M1_27_340	god	god	n(sing)	
A_M1_27_340	gheboot	gebieden	v(fin,past,lex)	
A_M1_27_341	vul+prijsde	volprijzen	v(fin,past,lex)	
A_M1_27_341	niet	niet	adv(neg)	
A_M1_27_341	haer	haar	pron(poss)	
A_M1_27_341	werde	waarde	n(sing)	
A_M1_27_342	iane	ja+ne	n(prop)	
A_M1_27_342	trac	trekken	v(fin,past,lex)	
A_M1_27_342	so	zij	pron(pers,3,sing)	
A_M1_27_342	themesche	hemels	adj()	
A_M1_27_342	broot	brood	n(sing)	
A_M1_27_343	hier	hier	adv(dem)	
A_M1_27_343	neder	neder	adv(gener)	
A_M1_27_343	inder	in+de	adp()+art(def)	
A_M1_27_343	magheden	maagd	n(sing)	
A_M1_27_343	scoot	schoot	n(sing)	
A_M1_27_344	onder	onder	adp()	
A_M1_27_344	der	de	art(def)	
A_M1_27_344	ioden	jood	n(plu)	
A_M1_27_344	zwerde	zwaard	n(plu)	
A_M1_27_345	minne	min	n(sing)	
A_M1_27_345	es	zijn	v(fin,pres,aux_cop)	
A_M1_27_345	god	god	n(sing)	
A_M1_27_345	dat	dat	pron(dem)	
A_M1_27_345	merct	merken	v(imp)	
A_M1_27_345	al	al	adv(gener)	
A_M1_27_345	bloot	bloot	adv(gener)	
A_M1_27_346	wie	wie	pron(inter)	
A_M1_27_346	mochte	mogen	v(fin,past,aux_cop)	
A_M1_27_346	els	els	pron(indef)	
A_M1_27_346	bringhen	brengen	v(infin)	
A_M1_27_346	inder	in+de	adp()+art(def)	
A_M1_27_346	noot	nood	n(sing)	
A_M1_27_347	hem	hij	pron(pers,3,sing)	
A_M1_27_347	diet	die+het	pron(rel)+pron(pers,3,sing)	
A_M1_27_347	al	al	pron(indef)	
A_M1_27_347	verwerde	vervaren	v(fin,past,lex)	
A_M1_27_348	dan	dan	conj(comp)	
A_M1_27_348	die	die	pron(rel)	
A_M1_27_348	hem	hij	pron(refl,3,sing)	
A_M1_27_348	seluen	zelf	pron(dem)	
A_M1_27_348	daer	daar	pronadv(dem)	
A_M1_27_348	in	in	pronadv(prep)	
A_M1_27_348	besloot	besloten	v(fin,pres,lex)	
A_M1_27_349	ende	en	conj(coord)	
A_M1_27_349	dor	door	adp()	
A_M1_27_349	ons	wij	pron(pers,1,plu)	
A_M1_27_349	sijn	zijn	pron(poss)	
A_M1_27_349	bloet	bloed	n(sing)	
A_M1_27_349	root	rood	adj()	
A_M1_27_350	storte	storten	v(fin,past,lex)	
A_M1_27_350	hier	hier	pronadv(dem)	
A_M1_27_350	neder	neder	adv(gener)	
A_M1_27_350	vp	op	adp()	
A_M1_27_350	derde	derde	art(def)+n(sing)	
A_M1_27_351	ende	en	conj(coord)	
A_M1_27_351	in	in	adp()	
A_M1_27_351	minnen	min	n(sing)	
A_M1_27_351	hem	hij	pron(pers,3,sing)	
A_M1_27_351	openberde	openbaren	v(fin,past,lex)	
A_M1_28_352	vvien	wie	pron(inter)	
A_M1_28_352	dat	dat	conj(subord)	
A_M1_28_352	selke	zulk	pron(dem)	
A_M1_28_352	minne	min	n(sing)	
A_M1_28_352	es	zijn	v(fin,pres,aux_cop)	
A_M1_28_352	cont	kond	adj()	
A_M1_28_353	alse	als	conj(comp)	
A_M1_28_353	caritate	caritaat	n(sing)	
A_M1_28_353	hi	hij	pron(pers,3,sing)	
A_M1_28_353	es	zijn	v(fin,pres,aux_cop)	
A_M1_28_353	ghesont	gezond	adj()	
A_M1_28_354	men	men	pron(indef)	
A_M1_28_354	machene	mogen+hij	v(fin,pres,aux_cop)+pron(pers,3,sing)	
A_M1_28_354	niet	niet	adv(neg)	
A_M1_28_354	verblenden	verblinden	v(infin)	
A_M1_28_355	al	al	conj(subord)	
A_M1_28_355	laghe	liggen	v(fin,past,lex)	
A_M1_28_355	hi	hij	pron(pers,3,sing)	
A_M1_28_355	inder	in+de	adp()+art(def)	
A_M1_28_355	hellen	hel	n(sing)	
A_M1_28_355	gront	grond	n(sing)	
A_M1_28_356	ware	zijn	v(fin,past,aux_cop)	
A_M1_28_356	hi	hij	pron(pers,3,sing)	
A_M1_28_356	daer+mede	daarmede	pronadv(dem)	
A_M1_28_356	ghewont	wonden	v(participle,past)	
A_M1_28_357	hine	hij+ne	pron(pers,3,sing)+adv(neg)	
A_M1_28_357	ware	zijn	v(fin,past,aux_cop)	
A_M1_28_357	niet	niet	adv(neg)	
A_M1_28_357	in	in	adp()	
A_M1_28_357	ellenden	ellende	n(sing)	
A_M1_28_358	maer	maar	conj(coord)	
A_M1_28_358	god	god	n(sing)	
A_M1_28_358	en	ne	adv(neg)	
A_M1_28_358	wille	willen	v(fin,pres,aux_cop)	
A_M1_28_358	den	de	art(def)	
A_M1_28_358	riken	rijk	adj()	
A_M1_28_358	vont	vond	n(sing)	
A_M1_28_359	gheenen	geen	num(indef)	
A_M1_28_359	sondare	zondaar	n(sing)	
A_M1_28_359	gheenen	geen	num(indef)	
A_M1_28_359	hont	hond	n(sing)	
A_M1_28_360	nemmermeer	nimmermeer	adv(gener)	
A_M1_28_360	toe+senden	toezenden	v(infin)	
A_M1_28_361	die	de	art(def)	
A_M1_28_361	edele	edel	adj()	
A_M1_28_361	haue	have	n(sing)	
A_M1_28_361	dat	dat	conj(subord)	
A_M1_28_361	diere	duur	adj()	
A_M1_28_361	pont	pond	n(sing)	
A_M1_28_362	smaect	smaken	v(fin,pres,lex)	
A_M1_28_362	alleene	alleen	adv(gener)	
A_M1_28_362	der	de	art(def)	
A_M1_28_362	vriende	vriend	n(plu)	
A_M1_28_362	mont	mond	n(sing)	
A_M1_28_363	men	men	pron(indef)	
A_M1_28_363	mach	mogen	v(fin,pres,aux_cop)	
A_M1_28_363	haer	haar	pron(poss)	
A_M1_28_363	lijf	lijf	n(sing)	
A_M1_28_363	doen	doen	v(infin)	
A_M1_28_363	henden	einden	v(fin,pres,lex)	
A_M1_28_364	ende	en	conj(coord)	
A_M1_28_364	niet	niet	adv(neg)	
A_M1_28_364	die	de	art(def)	
A_M1_28_364	ziele	ziel	n(sing)	
A_M1_28_364	scenden	schenden	v(fin,past,lex)	
A_M1_29_365	dander	de+ander	art(def)+num(ord)	
A_M1_29_365	minne	min	n(sing)	
A_M1_29_365	es	zijn	v(fin,pres,aux_cop)	
A_M1_29_365	onbehoet	onbehoed	adj()	
A_M1_29_366	want	want	conj(subord)	
A_M1_29_366	soe	zij	pron(pers,3,sing)	
A_M1_29_366	staet	staan	v(fin,pres,lex)	
A_M1_29_366	om	om	adp()	
A_M1_29_366	terdsche	het+aards	art(def)+adj()	
A_M1_29_366	goet	goed	n(sing)	
A_M1_29_367	ende	en	conj(coord)	
A_M1_29_367	om	om	adp()	
A_M1_29_367	der	de	art(def)	
A_M1_29_367	weerelt	wereld	n(sing)	
A_M1_29_367	eere	eer	n(sing)	
A_M1_29_368	dits	dit+zijn	pron(dem)+v(fin,pres,aux_cop)	
A_M1_29_368	die	de	art(def)	
A_M1_29_368	minne	min	n(sing)	
A_M1_29_368	die	die	pron(rel)	
A_M1_29_368	dicken	dik	adv(gener)	
A_M1_29_368	doet	doen	v(fin,pres,lex)	
A_M1_29_369	rudderscap	ridderschap	n(sing)	
A_M1_29_369	wesen	zijn	v(infin)	
A_M1_29_369	verwoet	verwoed	adj()	
A_M1_29_370	enten	en+de	conj(coord)+art(def)	
A_M1_29_370	woeke+heere	woekeraar	n(sing)	
A_M1_29_371	want	want	conj(subord)	
A_M1_29_371	die	de	art(def)	
A_M1_29_371	rudder	ridder	n(sing)	
